company,title,location,link,job_posted,category,source,description
E.ON,Data Platform Engineer (m/w/d),"München, München (Kreis)",https://www.adzuna.de/details/4542941625?utm_medium=api&utm_source=16b1dafa,2024-01-24 19:11:42+00:00,"Die E.ON Energie Deutschland GmbH ist ein bundesweit führendes Energieunternehmen und verantwortlich für den Vertrieb in Deutschland. Neben einer zuverlässigen Energieversorgung treiben wir mit innovativen Lösungen eine zunehmend dezentrale, ökologische und digitale Energiewelt voran - insbesondere in den Bereichen Photovoltaik, Energiespeicher, Wärmepumpen und Elektromobilität. Gemeinsam mit unseren rund 2.200 Mitarbeiter:innen und 14 Millionen Kund:innen tragen wir einen bedeutenden Anteil zu…",Unknown,Adzuna
BMW Group,Werkstudent Konzernfinanzwesen (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4542950533?utm_medium=api&utm_source=16b1dafa,2024-01-24 19:12:38+00:00,"SO VIEL UNTERNEHMEN GEHT NUR IN WENIGEN UNTERNEHMEN. TEILE DEINE LEIDENSCHAFT. Erfolg ist Teamarbeit. Nur wenn Expert:innen ihr Fachwissen und ihre Begeisterung teilen, entsteht ein Workflow, in dem Ideen fließen. Das nennen wir Innovationskultur. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern vor allem auch zum Mitreden und Weiterdenken. Description Wir, die BMW Group, bieten dir eine spannende und abwechslungsreiche Werkstudententätigkeit im Bereich Konz…",Unknown,Adzuna
BMW Group,Praktikant Produktionssystem (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4549097655?utm_medium=api&utm_source=16b1dafa,2024-01-29 19:19:47+00:00,"DIE ZUKUNFT DER MOBILITÄT? DIGITAL. TEILE DEINE LEIDENSCHAFT. Mehr als 90 % aller Innovationen im Automobil basieren auf Elektronik und Software. Gerade hier sind große Freiräume und vernetztes Denken gefordert, um die Mobilität neu zu erfinden und ein völlig neues Fahrerlebnis zu ermöglichen. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern auch zum Mitreden und Weiterdenken. Description Wir, die BMW Group, bieten dir ein spannendes und abwechslungsreiches …",Unknown,Adzuna
IQVIA,Trainer/in fr Apothekenpersonal - PTA im Schulungsauendienst - mehrere Einsatzgebiete deutschlandweit (m/w/d),"München, München (Kreis)",https://www.adzuna.de/details/4328229339?utm_medium=api&utm_source=16b1dafa,2023-09-22 21:05:06+00:00,"READY FOR TAKE OFF? Starte JETZT im Schulungsaußendienst Apotheke Du platzierst pharmazeutisches Wissen punktgenau bei Apotheken, navigierst perfekt zwischen Indikationen und Produkten, bist talentiert in Kommunikationsfragen und sprichst die Sprache der Offizin So gestaltest du als Apotheken-Trainer an der Schnittstelle Beratung - Training - Vertrieb aktiv die Pharmawelt von morgen mit. Denn du unterstützt Apotheken bei sämtlichen Herausforderungen am Point of Sale. Zünde jetzt Deinen Karriere…",Unknown,Adzuna
BMW Group,Praktikant Konzernfinanzwesen (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4493465262?utm_medium=api&utm_source=16b1dafa,2023-12-23 10:26:32+00:00,"SO VIEL UNTERNEHMEN GEHT NUR IN WENIGEN UNTERNEHMEN. TEILE DEINE LEIDENSCHAFT. Erfolg ist Teamarbeit. Nur wenn Experten ihr Fachwissen und ihre Begeisterung teilen, entsteht ein Workflow, in dem Ideen fließen. Das nennen wir Innovationskultur. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern vor allem auch zum Mitreden und Weiterdenken. Description Wir, die BMW Group, bieten dir ein spannendes und abwechslungsreiches Praktikum im Bereich Konzernfinanzwesen. …",Unknown,Adzuna
Accenture,Entwickler Digitalisierung / Digital Twin (all genders),"München, München (Kreis)",https://www.adzuna.de/details/4354392496?utm_medium=api&utm_source=16b1dafa,2023-10-06 08:11:43+00:00,"Gestalte die Zukunft durch innovative Lösungen für digitale Prozesse und virtuelle Modelle. Deine Mission Willkommen bei den Digitalisierungsentwicklern Gemeinsam gestalten wir innovative Lösungen für die digitale Transformation. Bist du bereit für die Zukunft? Bei Accenture gestaltest du dir selbst das Umfeld, in dem du aufgehst - mit Arbeitsweisen, die zu dir passen. Du bleibst flexibel. Und wirst Teil eines Teams voller einzigartigen Menschen, die etwas bewegen. Das erwartet dich Entwicklung…",Stellen aus Fertigung,Adzuna
Staburo GmbH,Proposal & Contracts Manager (f/m/d - part-time),"Gemeinde Neubiberg, München",https://www.adzuna.de/details/4556167986?utm_medium=api&utm_source=16b1dafa,2024-02-03 13:08:26+00:00,"Your responsibilities will include Contract management: Manage all aspects of contract documents, ensuring accuracy, completeness, and compliance with company policies and legal requirements Act as the interface between Managing Directors, the legal advisors, and the finance team to ensure alignment on contract terms and conditions Proposal creation and client interaction: Develop comprehensive and compelling proposals and optimize proposal content to ensure clarity, accuracy, and alignment wit…",Unknown,Adzuna
IQVIA,"Consultant - Life Sciences, Market Access, Health Technology Assessment (m/w/d)","München, München (Kreis)",https://www.adzuna.de/details/4412345055?utm_medium=api&utm_source=16b1dafa,2023-11-03 20:26:04+00:00,"IQVIA (NYSE:IQV) ist ein weltweit führender Anbieter von Informationen, innovativen Technologielösungen und Serviceleistungen im Bereich des Market Access. Von Nutzendossiers (AMNOG- und EU-HTA Dossiers) über regulatorische Fragen bis zur Versorgungsforschung - IQVIA bietet ein breites Lösungsspektrum rund um den Markt- und Patientenzugang. Unser Real World Team in München berät Pharma-Kunden in den Bereichen Market Access, Epidemiologie und Gesundheitsökonomie, indem wir auf Basis der verfügba…",Unknown,Adzuna
Hypercampus GmbH,Werkstudent (m/w/d) Office Management,"Maxvorstadt, München",https://www.adzuna.de/details/4562587942?utm_medium=api&utm_source=16b1dafa,2024-02-08 13:23:05+00:00,"Das erwartet dich Damit die allgemeinen Verwaltungsaufgaben, die in unserem Office in München anfallen, regelmäßig erledigt werden, sind wir auf der Suche nach einem Werkstudenten (m/w/d) für die Administration und Support einzelner Departments. Deine Aufgaben Du bearbeitest die Eingangspost, scannst die Dokumente und leitest diese an die einzelnen Fachbereiche weiter Du bearbeitest die Ausgangspost und verschickst Briefe und Pakete eigenständig Zu deinen Aufgaben gehört es, Dokumente und Unter…",Unknown,Adzuna
Siemens AG,Solution Architect (w/m/d) Digitalisierungslösungen,"Ramersdorf-Perlach, München",https://www.adzuna.de/details/4447497532?utm_medium=api&utm_source=16b1dafa,2023-11-22 17:20:54+00:00,"Wissen für die Welt von morgen. Industrie 4.0 und die Digitale Fabrik werden maßgeblich geprägt durch die intelligente Vernetzung von Maschinen und Abläufen. Dabei rücken OT Operational Technology und IT Information Technology immer näher zusammen. Die Welt der Automatisierung und Standardisierung wird sich radikal verändern. Für den Betrieb einer Automobilfertigung werden Werkzeuge wie Kubernetes, Terraform, NodeJS, .Net, OPC UA, um nur einige zu nennen eine entscheidene Rolle spielen. Verände…",Unknown,Adzuna
d-fine GmbH,"Webentwickler - Angular, Java, Kotlin, C#, Big Data, SQL (m/w/d)","Altstadt-Lehel, München",https://www.adzuna.de/details/4562256206?utm_medium=api&utm_source=16b1dafa,2024-02-08 04:24:55+00:00,"Application Engineer (m/w/d) Vertragslaufzeit: unbefristet Arbeitszeit: Vollzeit Einsatzort: Berlin, Düsseldorf, Frankfurt am Main, Hamburg, München, überall in Deutschland & international Eintrittstermin: ganzjährig (jeweils zum Monatsanfang) d-fine ist ein kontinuierlich wachsendes europäisches Beratungsunternehmen mit über 1.500 Expertinnen und Experten. Wir sind mit elf Standorten in sieben Ländern nah bei unseren Kunden. Im Fokus unserer Arbeit liegen quantitative Fragestellungen rund um D…",IT-Stellen,Adzuna
adesso,"IT-Consultant generative AI Governance (all genders) - Consulting, Ingenieur","München, München (Kreis)",https://www.adzuna.de/details/4564606166?utm_medium=api&utm_source=16b1dafa,2024-02-10 11:23:56+00:00,"Wir gehören zu den Top-Adressen in der IT-Welt und fokussieren uns auf die Optimierung der Kerngeschäfts­prozesse unserer Kunden. Durch den smarten Einsatz maßgeschneiderter IT-Lösungen unterstützen wir unsere Kunden dabei, das Beste aus ihrem Business und aktuellen Technologien herauszuholen. Unseren Erfolg aber erreichen wir nur durch eins: die Menschen bei adesso Sie bringen Ideen, fachliches Know how und Technologien zusammen. Gemeinsam programmieren wir (deine) Zukunft bei adesso.  Standor…",Stellen für Hochschulabsolventen,Adzuna
PUBLICIS GROUPE,Client Partner - Consumer Products - German speaker (all genders),"München, München (Kreis)",https://www.adzuna.de/details/3410950830?utm_medium=api&utm_source=16b1dafa,2022-08-17 14:14:55+00:00,"Company Description Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally-enabled state, both in the way they work and the way they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting and customer experience with agile engineering and problem-solving creativity. United by our core values and our purpose of helping people thrive in the brave pursuit of next, our 20,0…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
Sixt,Senior Machine Learning Engineer (m/f/d),"München, München (Kreis)",https://www.adzuna.de/details/4553357090?utm_medium=api&utm_source=16b1dafa,2024-02-01 19:17:48+00:00,"SIXT is a global market leader in the mobility space and sets the pace for innovation like nobody else. We are transforming the industry to become fully digitalized and offer our customers an answer to all mobility needs they have. Our vision is: Transform the world moves because people expect better. Join our Data Science team and make the magic happen. We drive business processes like pricing and many more with the use of sophisticated algorithms. For this purpose, we design, develop, and mai…",IT-Stellen,Adzuna
SIXT SE,Senior Machine Learning Engineer (m/f/d),"Berg am Laim, München",https://www.adzuna.de/details/4556156720?utm_medium=api&utm_source=16b1dafa,2024-02-03 13:03:07+00:00,Senior Machine Learning Engineer (m/f/d) SIXT is a global market leader in the mobility space and sets the pace for innovation like nobody else. We are transforming the industry to become fully digitalized and offer our customers an answer to all mobility needs they have. Our vision is: Transform the world moves because people expect better. Join our Data Science team and make the magic happen. We drive business processes like pricing and many more with the use of sophisticated algorithms. For …,Stellen aus Gastronomie & Catering,Adzuna
appliedAI,Senior Generative AI Engineer (m/f/x),"Maxvorstadt, München",https://www.adzuna.de/details/4493741325?utm_medium=api&utm_source=16b1dafa,2023-12-23 12:57:38+00:00,"About us The appliedAI Initiative elevates Europe’s industry to become shapers in the age of AI, creating a future that we desire to live in. Through our ecosystem of strong partners, comprehensive programs, services and solutions we advance companies holistically on their AI journey. With our uniquely diverse, interdisciplinary, and driven team, we build on deep technical expertise while specializing on applicability of the solutions. We share a mindset of collaboration and openness with our e…",Unknown,Adzuna
Infineon Technologies,Working student: Digitalization in Engineering and Customer Services,"München, München (Kreis)",https://www.adzuna.de/details/4563249100?utm_medium=api&utm_source=16b1dafa,2024-02-09 06:06:04+00:00,"Expand your horizons : You support us in project management tasks for small and mid-sized software or data science developments. Focus for you will be given on project preparation, development, and reporting Use your skills: You will have the option not only to drive project management, also to help our data scientists during data preparation and data visualization tasks Inform your colleagues : You collaborate on our intranet Be creative : You prepare video tutorials to enhance internal traini…",Unknown,Adzuna
auticon GmbH,Initiativbewerbung IT-Services,"Sendling, München",https://www.adzuna.de/details/4173019211?utm_medium=api&utm_source=16b1dafa,2023-06-27 14:19:31+00:00,Willkommen bei auticon Sie haben keine passende IT-Stellenanzeige gefunden? Dann bewerben Sie sich auf diesem Weg initiativ für unsere IT-Services. Wir sind für unsere Kunden in folgenden Bereichen tätig: Softwareentwicklung und Migration Quality Assurance und Testing IT-Security Data Analytics und Data Science Prozesse und Compliance Ihr Profil: Sie sind im Autismus-Spektrum und können dies über ein fachärztliches Attest oder eine Diagnose nachweisen Idealerweise bringen Sie Vorkenntnisse in e…,Unknown,Adzuna
Internet Up GmbH,KI Manager (m/w/d),"Berg am Laim, München",https://www.adzuna.de/details/4240061384?utm_medium=api&utm_source=16b1dafa,2023-08-03 12:04:17+00:00,"Kurzbeschreibung Wir sind ein innovatives und dynamisches E-Commerce Unternehmen, das sich auf die Entwicklung und Vermarktung von hochwertigen Marken und Brands spezialisiert hat. Um unseren Erfolg weiter voranzutreiben und unsere technologische Expertise auszubauen, suchen wir derzeit einen erfahrenen und engagierten KI Manager (m/w/d), der unsere KI-gestützten Prozesse und Produkte maßgeblich mitgestalten und optimieren wird. Deine Aufgaben KI-Strategie: Entwicklung einer ganzheitlichen KI-S…",Unknown,Adzuna
Denodo Technologies,Technical Internship (M/F/D),"München, München (Kreis)",https://www.adzuna.de/details/4250820194?utm_medium=api&utm_source=16b1dafa,2023-08-09 07:55:07+00:00,"Denodo ist führender Anbieter im Bereich Datenmanagement. Die preisgekrönte Denodo-Plattform ist die überlegene Lösung für Datenintegration, -management und -bereitstellung, die einen logischen Ansatz verfolgt, um Self-Service-BI, Data Science, hybride/multi-Cloud-Datenintegration und Daten-Services zu ermöglichen. Denodo wurde 1999 gegründet und befindet sich in Privatbesitz. Wir sind ein schnell wachsendes, internationales Unternehmen und arbeiten mit Spitzentechnologie, aber das ist nicht al…",Verwaltungsstellen,Adzuna
BMW Group,Test Manager Vehicle Checkout (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4493464958?utm_medium=api&utm_source=16b1dafa,2023-12-23 10:26:30+00:00,"DATEN ZUM LAUFEN BRINGEN. TEILEN SIE IHRE LEIDENSCHAFT. Daten sind nichts ohne die kreativen Köpfe, die Fakten in Innovationen verwandeln. Unsere Data-Science-Experten haben die Fähigkeit, die in den Zahlen verborgenen Wahrheiten zu entdecken und uns dabei zu helfen, Industrie 4.0 und Mobilität neu zu denken. Ihre Erkenntnisse aus den Daten, die wir heute sammeln, nutzen wir, um den Verkehr von morgen zu gestalten. Description In der BMW Group Initiative ""Future Sales"" bauen wir den digitalen Z…",Unknown,Adzuna
Accenture,Lab Informatics Consultant,"München, München (Kreis)",https://www.adzuna.de/details/4354392770?utm_medium=api&utm_source=16b1dafa,2023-10-06 08:11:44+00:00,"Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Serving clients in more than 120 countries, Accenture drives innovation to improve the way the world works and lives. Accenture is the leading domain experts in business process optimisation, and the implementation and support of enterprise scientific informatics solutions such as LIMS, ELN, SDMS, CDS & others. Exciting caree…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
